Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Кузов,Цвет,Топливо,Привод,Ключи,Состояние,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Коробка передач,Город,Штат
1997 Jeep Wrangler / Tj Se,$ 1 250 USD,1,1J4FY29P2VP493090,,16.05.2024 14:00 UTC,2.5l 4,,Синий,Бензин,4х4 с задним приводом,Ключи присутствуют,улучшенные транспортные средства,$ 7 117 USD,$ 0 USD,WV - SALVAGE CERTIFICATE,Неизвестно,Повреждение передней части,Повреждение стороны,Механическая,HURRICANE, WEST VIRGINIA
1996 Toyota Camry Dx,$ 250 USD,1,4T1BG12K3TU658834,,16.05.2024 14:00 UTC,2.2l 4,,Серебряный,Бензин,передний привод,,улучшенные транспортные средства,$ 2 654 USD,$ 0 USD,NC - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение стороны,Повреждение передней части,Автоматическая,DUNN, NORTH CAROLINA
2002 Dodge Dakota Quad Slt,$ 600 USD,1,1B7HG48N82S696569,223 776 mi,16.05.2024 14:00 UTC,4.7l 8,,Золотой,Бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,$ 4 335 USD,$ 0 USD,NC - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение ходовой части,,Автоматическая,DUNN, NORTH CAROLINA
2018 Ford Ecosport Se,$ 1 400 USD,1,MAJ6P1UL4JC184641,76 944 mi(подтвержден),16.05.2024 14:00 UTC,2.0l 4,,Синий,Бензин,4х4 с передним приводом,Ключи присутствуют,двигатель запускается,$ 10 633 USD,$ 13 000 USD,FL - CERTIFICATE OF DESTRUCTION,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая,WEST PALM BEACH, FLORIDA
2021 Wildwood Forester,$ 5 700 USD,1,5ZT2ZKFC4MG400666,,16.05.2024 16:00 UTC,,,Двухцветный,,,,улучшенные транспортные средства,$ 0 USD,$ 0 USD,KY - CERT OF TITLE-SALVAGE,Кража,Незначительная вмятина/царапины,,,MADISONVILLE, KENTUCKY
2019 Kenworth Construction T400,$ 9 100 USD,1,3BKBLJ0XXKF248723,83 108 mi(подтвержден),16.05.2024 16:00 UTC,8.9l 6,,Белый,Дизель,задний привод,,,$ 62 724 USD,$ 0 USD,GA - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,,Автоматическая,CARTERSVILLE, GEORGIA
2017 Subaru Wrx Limited,$ 3 200 USD,1,JF1VA1J63H8826131,168 529 mi(подтвержден),16.05.2024 14:00 UTC,2.0l 4,,Синий,Бензин,Полный привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 19 100 USD,CT - CERT OF TITLE-SALVAGE,Неизвестно,Повреждение передней части,Незначительная вмятина/царапины,Автоматическая,EAST GRANBY, CONNECTICUT
2012 Honda Cr-v Exl,$ 2 550 USD,2,2HKRM4H72CH608534,,16.05.2024 14:00 UTC,2.4l 4,,Серый,Бензин,Полный привод,,улучшенные транспортные средства,$ 0 USD,$ 11 300 USD,NC - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение стороны,,Автоматическая,DUNN, NORTH CAROLINA
2015 Bmw 228 Xi,$ 3 600 USD,1,WBA1K7C55FV473190,30 281 mi(подтвержден),16.05.2024 14:00 UTC,2.0l 4,,Белый,Бензин,Полный привод,Ключи присутствуют,,$ 14 616 USD,$ 15 425 USD,FL - CERT OF TITLE SLVG REBUILDABLE,Неизвестно,Незначительная вмятина/царапины,,Автоматическая,WEST PALM BEACH, FLORIDA
2018 Chevrolet Malibu Lt,$ 1 200 USD,2,1G1ZD5ST7JF229279,47 214 mi(подтвержден),16.05.2024 14:00 UTC,1.5l 4,,Желто-коричневый,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 20 551 USD,$ 21 900 USD,FL - CERTIFICATE OF DESTRUCTION,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,,WEST PALM BEACH, FLORIDA
2008 Nissan Altima 2.5,$ 250 USD,1,1N4AL21E98N479895,177 806 mi,16.05.2024 14:00 UTC,2.5l 4,,Серебряный,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 3 282 USD,$ 5 800 USD,FL - CERT OF TTL-REBUILT&SLVG RBLD,Материальный ущерб,Повсюду,Незначительная вмятина/царапины,Автоматическая,WEST PALM BEACH, FLORIDA
2022 International Mv607,$ 2 950 USD,1,3HAEWMML1NL278007,,16.05.2024 16:00 UTC,6.7l 6,,Серебряный,Дизель,задний привод,,улучшенные транспортные средства,$ 78 847 USD,$ 0 USD,TN - SALVAGE CERTIFICATE,Столкновение,Опрокидывание/Перевертышь,,Автоматическая,MADISONVILLE, TENNESSEE
2020 Jeep Gladiator Rubicon,$ 8 600 USD,1,1C6JJTBG0LL106391,76 124 mi(подтвержден),16.05.2024 14:00 UTC,3.6l 6,,Красный,Бензин,4х4 с задним приводом,Ключи присутствуют,улучшенные транспортные средства,$ 33 508 USD,$ 38 950 USD,FL - CERTIFICATE OF DESTRUCTION,Столкновение,Повреждение передней части,Повреждение ходовой части,Автоматическая,WEST PALM BEACH, FLORIDA
2015 Ford F350 Super Duty,$ 2 500 USD,1,1FD8W3HT0FEA62510,246 996 mi(подтвержден),16.05.2024 16:00 UTC,6.7l 8,пикап экипажа,Белый,Дизель,4х4 с задним приводом,Ключи присутствуют,улучшенные транспортные средства,$ 36 069 USD,$ 39 400 USD,FL - CERT OF TITLE SLVG REBUILDABLE,Столкновение,Повсюду,,Автоматическая,APOPKA, FLORIDA
2015 Cali Horse Trl,$ 1 550 USD,2,4GAHB1429F1000068,1 mi,16.05.2024 16:00 UTC,,,Белый,,,,улучшенные транспортные средства,$ 7 051 USD,$ 0 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повреждение ходовой части,Повсюду,,AVON, MINNESOTA
2007 Ford F150,$ 400 USD,2,1FTRX12W87FB56840,,16.05.2024 14:00 UTC,4.6l 8,,Красный,Бензин,задний привод,Ключи присутствуют,,$ 3 750 USD,$ 7 475 USD,FL - CERT OF TITLE SLVG REBUILDABLE,Столкновение,Повреждение передней части,Механическое повреждение,Автоматическая,WEST PALM BEACH, FLORIDA
2002 Sterling Truck Lt 8500,$ 25 000 USD,1,2FZHAWAK02AJ95126,35 416 mi(подтвержден),16.05.2024 16:00 UTC,6,,Бежевый,Дизель,задний привод,Ключи присутствуют,двигатель запускается,$ 0 USD,$ 24 094 USD,KY - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,,Механическая,LOUISVILLE, KENTUCKY
2020 Jeep Wrangler Unlimited Sport,$ 8 200 USD,1,1C4HJXDN6LW181542,86 583 mi(подтвержден),16.05.2024 14:00 UTC,2.0l 4,,Черный,Бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,$ 23 384 USD,$ 34 350 USD,FL - CERTIFICATE OF DESTRUCTION,Столкновение,Опрокидывание/Перевертышь,Повреждение ходовой части,Автоматическая,WEST PALM BEACH, FLORIDA
2012 Honda Accord Se,$ 2 000 USD,1,1HGCP2F61CA026798,136 989 mi(подтвержден),16.05.2024 14:00 UTC,2.4l 4,4-дверный седан,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 8 161 USD,$ 8 600 USD,CT - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,Автоматическая,EAST GRANBY, CONNECTICUT
2002 Other Trailer,$ 550 USD,1,1GRDM02222M008901,,16.05.2024 16:00 UTC,,,Серый,,,,улучшенные транспортные средства,$ 0 USD,$ 0 USD,TN - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,,LEBANON, TENNESSEE
2021 Freightliner Cascadia 116,$ 6 100 USD,1,3AKJHTDV6MSMR0241,,16.05.2024 16:00 UTC,12.8l 6,,Белый,Дизель,задний привод,Ключи присутствуют,улучшенные транспортные средства,$ 42 064 USD,$ 0 USD,PA - CERTIFICATE OF SALVAGE,Столкновение,Повсюду,,Автоматическая,GRANTVILLE, PENNSYLVANIA
1998 Ford Ranger,$ 350 USD,1,1FTYR10C2WUC43464,131 616 mi,16.05.2024 14:00 UTC,2.5l 4,,Красный,Бензин,задний привод,Ключи присутствуют,двигатель запускается,$ 9 752 USD,$ 0 USD,NC - SALVAGE CERTIFICATE OF TITLE,Материальный ущерб,Повсюду,,Механическая,DUNN, NORTH CAROLINA
2006 Nissan Xterra Off Road,$ 1 000 USD,1,5N1AN08U06C528119,173 475 mi(подтвержден),16.05.2024 14:00 UTC,4.0l 6,,Желто-коричневый,Бензин,задний привод,Ключи присутствуют,двигатель запускается,$ 3 751 USD,$ 6 625 USD,FL - CERT OF TITLE SLVG REBUILDABLE,Столкновение,Повреждение стороны,Повреждение передней части,Автоматическая,WEST PALM BEACH, FLORIDA
2023 Other Trailer,$ 4 550 USD,1,3EVGD2020P1103896,,16.05.2024 16:00 UTC,,,Черный,,,,улучшенные транспортные средства,$ 0 USD,$ 0 USD,AL - CERT OF TITLE-SALVAGE TITLE,Столкновение,Повреждение задней части,Повреждение стороны,,MONTGOMERY, ALABAMA
2013 Othr Tanker,$ 475 USD,1,1B9AP38213E601210,,16.05.2024 16:00 UTC,,,Серебряный,,,,улучшенные транспортные средства,$ 81 100 USD,$ 0 USD,TN - SALVAGE CERTIFICATE,Материальный ущерб,Повсюду,,,LEBANON, TENNESSEE
2012 Wabash National,$ 1 950 USD,1,1JJV532D1CL715095,,16.05.2024 16:00 UTC,,,Белый,,,,,$ 14 524 USD,$ 0 USD,PA - CERTIFICATE OF SALVAGE,Столкновение,Повреждение задней части,Незначительная вмятина/царапины,,YORK HAVEN, PENNSYLVANIA
2020 Freightliner Cascadia 126,$ 4 450 USD,1,3AKJHHDR3LSLV5085,,16.05.2024 16:00 UTC,14.8l 6,,Белый,Дизель,задний привод,Ключи присутствуют,,$ 100 195 USD,$ 0 USD,MS - CERT OF TITLE-SALVAGED,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая,FLORENCE, MISSISSIPPI
2023 Cadillac Xt4 Premium Luxury,$ 10 100 USD,1,1GYFZCR48PF106365,4 680 mi,16.05.2024 14:00 UTC,2.0l 4,,Черный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,$ 28 280 USD,$ 35 600 USD,FL - CERTIFICATE OF DESTRUCTION,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,Автоматическая,WEST PALM BEACH, FLORIDA
2012 Infiniti G37,$ 500 USD,1,JN1CV6AR6CM683143,130 685 mi(подтвержден),16.05.2024 14:00 UTC,3.7l 6,,Черный,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,$ 12 098 USD,$ 8 075 USD,NC - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая,DUNN, NORTH CAROLINA
2007 Toyota Scion Tc,$ 375 USD,1,JTKDE177770205037,248 602 mi(подтвержден),16.05.2024 14:00 UTC,2.4l 4,,Черный,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 0 USD,$ 3 600 USD,SC - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,,,DUNN, SOUTH CAROLINA
2020 Hyundai Dryvan,$ 15 USD,1,3H3V532C3LT702033,,16.05.2024 16:00 UTC,,,Белый,,,,улучшенные транспортные средства,$ 0 USD,$ 0 USD,NE - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,,,BARBERTON, NEBRASKA
2019 Nissan Sentra S,$ 2 000 USD,1,3N1AB7AP3KY426120,44 105 mi(подтвержден),16.05.2024 14:00 UTC,1.8l 4,,Синий,Бензин,передний привод,Ключи присутствуют,двигатель запускается,$ 12 939 USD,$ 14 575 USD,NC - SALVAGE CERTIFICATE OF TITLE,Столкновение,Повреждение передней части,,Автоматическая,DUNN, NORTH CAROLINA
2016 Chevrolet Impala Lt,$ 825 USD,1,2G1115S38G9101477,167 397 mi(подтвержден),16.05.2024 14:00 UTC,3.6l 6,,Черный,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 0 USD,$ 9 775 USD,NC - SALVAGE CERTIFICATE OF TITLE,Неизвестно,Повреждение передней части,Повреждение стороны,Автоматическая,DUNN, NORTH CAROLINA
2019 Mack Granite,$ 34 250 USD,1,1M2GR2GC3KM002638,,16.05.2024 16:00 UTC,10.8l 6,,Белый,Дизель,задний привод,Ключи присутствуют,улучшенные транспортные средства,$ 122 082 USD,$ 0 USD,SC - CERT OF TITLE-SALVAGE,Столкновение,Опрокидывание/Перевертышь,,Автоматическая,CONCORD, SOUTH CAROLINA
